customer_id,customer_name,segment,region,city,signup_date
CUST00165,Dr. Jessica Rodriguez DDS,Consumer,South,Jonesland,2023-02-17
CUST00166,Ana Hill,Corporate,East,Oscarhaven,2023-09-08
CUST00167,Larry Garcia,Consumer,West,Port Dianaside,2023-08-18
CUST00168,Jessica Beasley,Consumer,West,Morganmouth,2024-07-13
CUST00169,Brandon Simmons,Consumer,North,Nicholasberg,2023-11-06
CUST00170,Andrea Decker,Consumer,South,South Colinstad,2024-06-17
CUST00171,Anthony Frye,Consumer,East,Elizabethchester,2024-09-22
CUST00172,Teresa Henderson,Consumer,South,West Carolinestad,2023-10-02
CUST00173,Christy Douglas,Consumer,North,Port Daniel,2023-03-22
CUST00174,Ashley Ramirez,Consumer,North,Port Roy,2024-10-18
CUST00175,Sabrina Austin,Corporate,South,New Sarahview,2024-03-11
CUST00176,Michael Parker,Corporate,North,Michaelburgh,2023-01-23
CUST00177,Matthew Jones,Consumer,Central,North Julieborough,2024-11-06
CUST00178,Glen Wood,Corporate,West,Kimberlyshire,2023-10-20
CUST00179,Anthony Moore,Home Office,South,Lake Christophermouth,2024-04-08
CUST00180,Lawrence Perry,Home Office,South,Port William,2024-05-29
CUST00181,Douglas Gregory,Corporate,South,Roseport,2023-09-26
CUST00182,William Brown,Corporate,North,West Sierra,2023-02-05
CUST00183,David Murphy,Consumer,East,South Julieburgh,2024-08-19
CUST00184,Michael Mason,Corporate,West,Charleston,2023-04-11
CUST00185,Thomas Atkins,Corporate,South,Berrychester,2023-12-05
CUST00186,Alex Nguyen,Consumer,North,Collierstad,2023-08-13
CUST00187,Brian Graham,Consumer,North,Warrenfurt,2023-03-10
CUST00188,Gerald Cook,Corporate,South,North William,2024-11-07
CUST00189,Cheyenne Parsons,Consumer,West,Jessicaberg,2023-03-30
CUST00190,David Thompson,Consumer,South,Port Katherine,2023-07-03
CUST00191,Raymond Snyder,Consumer,South,Maldonadoshire,2023-02-28
CUST00192,Lori Lin,Consumer,East,Edwardland,2024-05-14
CUST00193,Eric Hill,Corporate,East,West Williamport,2023-12-31
CUST00194,Anthony Decker,Consumer,Central,Lake Michelleland,2023-12-25
CUST00195,Janice Carpenter,Consumer,Central,South Reginashire,2024-04-22
CUST00196,Larry Mason,Consumer,North,South Dalemouth,2024-05-21
CUST00197,Matthew Williams,Consumer,East,Ritterhaven,2024-07-08
CUST00198,Helen Hardin,Consumer,East,Ortizmouth,2024-02-11
CUST00199,Rachel Holland,Consumer,Central,West Codyfurt,2024-06-11
CUST00200,Samuel Brandt,Consumer,East,West Christopher,2023-08-09
CUST00201,Gregory Ponce,Consumer,Central,Andersonland,2024-05-30
CUST00202,Maria Murphy,Consumer,Central,Lake Jacqueline,2023-08-29
CUST00203,Susan Davis DDS,Consumer,North,Andrewport,2024-07-27
CUST00204,Gloria Miranda,Corporate,North,East Zoe,2023-05-21
CUST00205,Ryan Garcia,Consumer,Central,Lake Matthewberg,2023-05-01
CUST00206,Christopher Guerra,Corporate,South,Lake Samuel,2024-04-08
CUST00207,Nathan Montes,Consumer,North,Karenmouth,2023-11-16
CUST00208,Emily Stokes,Home Office,East,Mckeeborough,2023-07-01
CUST00209,Laura Alexander,Corporate,North,Kimberlyhaven,2023-10-13
CUST00210,Christopher Gonzalez,Corporate,East,Port John,2024-02-14
CUST00211,Mr. Timothy Dawson,Consumer,West,West Christopherburgh,2024-05-13
CUST00212,Jose Guerra,Consumer,East,East Lisastad,2023-07-31
CUST00213,Anthony Shaw,Consumer,South,South Virginia,2024-12-23
CUST00214,Fernando Garcia,Consumer,West,Laceyberg,2023-10-19
CUST00215,Ronald Horton,Corporate,South,Port Janice,2023-01-30
CUST00216,Susan Smith,Corporate,East,Port Edward,2023-12-15
CUST00217,Jenny Parsons,Consumer,North,West David,2024-07-18
CUST00218,Riley Bryant,Consumer,South,Port Rebeccaside,2023-07-05
CUST00219,Laura Higgins,Consumer,Central,Rubenstad,2023-01-13
CUST00220,Chelsea Barnett,Corporate,East,Carloshaven,2023-07-06
CUST00221,Virginia Spencer,Consumer,West,Markston,2024-02-27
CUST00222,James Burgess,Corporate,Central,Kristinastad,2024-05-08
CUST00223,Lori Ingram,Consumer,South,Dennisstad,2023-07-07
CUST00224,Marvin Greer,Corporate,East,Pollardfort,2024-02-29
CUST00225,Chad Baldwin,Consumer,Central,Johnsonborough,2024-05-05
CUST00226,Stacey Stewart,Consumer,South,Zacharyside,2023-02-04
CUST00227,Paul Lee,Corporate,South,Michelleton,2024-01-03
CUST00228,Denise Lloyd,Corporate,South,Prestonmouth,2024-11-03
CUST00229,Gina Lopez,Consumer,South,Richardsonhaven,2024-11-25
CUST00230,Monica Miller,Home Office,Central,New Kelly,2023-07-27
CUST00231,Matthew Parker,Corporate,North,Jacksonmouth,2023-03-21
CUST00232,Nicholas Buck,Consumer,Central,Hillton,2023-10-01
CUST00233,Jennifer Palmer,Consumer,West,North Douglas,2023-02-28
CUST00234,Jessica Martinez,Consumer,South,Port Deanna,2024-04-16
CUST00235,Keith Jacobs,Consumer,North,Rushstad,2023-10-09
CUST00236,Laura Moreno,Corporate,North,Edwardsview,2023-12-11
CUST00237,Allison Lopez,Corporate,South,Mcintyreville,2023-07-13
CUST00238,Michele Lewis,Consumer,Central,Heatherfort,2023-07-23
CUST00239,Samuel Hayes,Consumer,Central,Osbornmouth,2023-06-05
CUST00240,Austin Daniels,Consumer,North,Melissaburgh,2024-06-02
CUST00241,Danny Galloway,Consumer,West,East Kristy,2024-09-08
CUST00242,Kenneth Mcdonald,Corporate,Central,New Nicole,2023-01-21
CUST00243,Zachary Higgins,Consumer,West,Hammondshire,2023-02-21
CUST00244,Evan Jones,Corporate,Central,Frazierstad,2023-02-27
CUST00245,Penny Bowman,Consumer,Central,Port Tammy,2023-04-10
CUST00246,Sheena Guerra,Consumer,South,West Fred,2023-12-03
CUST00247,Courtney Meza,Corporate,West,Meghanview,2023-09-08
CUST00248,Krista Martinez,Consumer,South,Christinaland,2023-06-02
CUST00249,Leslie Carpenter,Corporate,East,Lake Claudia,2024-01-26
CUST00250,Sarah Elliott,Corporate,Central,North Brandonshire,2024-12-01
CUST00251,Pamela Butler,Consumer,South,South Pamelaside,2023-07-25
CUST00252,Elizabeth Sanchez,Consumer,North,Evansland,2023-08-13
CUST00253,Jeffrey Washington,Corporate,South,West Catherine,2024-06-18
CUST00254,Emma Travis,Consumer,East,Theresaberg,2023-08-31
CUST00255,Justin Flores,Corporate,North,Martinezmouth,2024-08-13
CUST00256,Anthony Dougherty,Consumer,South,Wrightburgh,2023-07-12
CUST00257,Kenneth Edwards,Consumer,South,South Wendy,2024-09-23
CUST00258,Mr. Alexander Landry MD,Corporate,North,East Brandy,2023-12-29
CUST00259,Johnny Khan,Consumer,East,Mitchelltown,2023-02-07
CUST00260,Cesar Baker,Consumer,West,Kathrynstad,2024-10-20
CUST00261,Kelly Lee,Consumer,West,Charleshaven,2023-02-05
CUST00262,Diana Hays,Consumer,Central,East Theresafurt,2023-12-16
CUST00263,Gina Mcmillan,Home Office,North,East Carrie,2023-10-17
CUST00264,Amber Taylor,Corporate,Central,Lindahaven,2023-11-08
CUST00265,Steven Taylor,Consumer,North,Franciscoport,2023-12-21
CUST00266,Ronald Patel,Home Office,East,Thomastown,2024-04-06
CUST00267,Brian Butler,Corporate,West,Lauratown,2023-10-14
CUST00268,Walter Patton,Consumer,Central,Lake Brett,2024-04-08
CUST00269,Mark Harvey,Corporate,South,Hernandezbury,2024-01-09
CUST00270,Melody Lee,Consumer,East,Edwardsberg,2023-01-25
CUST00271,Jennifer Hampton,Consumer,North,Salaston,2023-11-17
CUST00272,Daniel Nguyen,Consumer,West,Foxmouth,2024-07-02
CUST00273,Joseph Payne,Corporate,West,Chelseaborough,2023-05-15
CUST00274,Edwin David,Home Office,Central,Kellieborough,2023-07-11
CUST00275,Emily Bailey,Consumer,West,Keithshire,2024-06-20
CUST00276,Stephanie Foster,Consumer,North,Stephanieberg,2024-06-09
CUST00277,Tyler Miller,Consumer,West,Douglasfort,2023-08-14
CUST00278,Joshua Fitzpatrick,Consumer,West,Derrickshire,2023-06-16
CUST00279,Michael Schmidt,Consumer,East,North Craig,2023-07-05
CUST00280,Ashlee Townsend,Consumer,South,New Tiffanyburgh,2023-09-14
CUST00281,Shirley Alvarez,Consumer,East,Port Tamara,2023-11-13
CUST00282,Anthony Mack,Corporate,West,New Joanne,2023-09-07
CUST00283,Susan Thompson,Consumer,West,North Wendy,2024-10-22
CUST00284,Charlotte Curry,Consumer,North,Nancytown,2023-11-05
CUST00285,Ashley Bird,Consumer,Central,Shawnside,2023-08-20
CUST00286,Todd Rosales MD,Consumer,East,Port Daniel,2024-02-12
CUST00287,Mariah Higgins,Consumer,North,Lake Matthewport,2023-05-07
CUST00288,Cheryl Carr,Corporate,North,Wilcoxhaven,2024-03-17
CUST00289,Michael Lopez,Corporate,South,South Marcus,2023-09-12
CUST00290,James Griffin,Consumer,North,Stephanieport,2023-07-12
CUST00291,Alexandra Valdez,Corporate,South,North Elizabeth,2024-03-28
CUST00292,Jared Shaw,Consumer,North,Hannahport,2023-12-28
CUST00293,Colleen Anderson,Consumer,South,South Julie,2023-10-13
CUST00294,Michael Durham,Consumer,East,Port John,2024-04-15
CUST00295,Rachel Fox,Corporate,South,Christianshire,2024-08-09
CUST00296,Joshua Wagner,Corporate,North,East Mark,2023-03-29
CUST00297,Michael Love,Corporate,South,Davishaven,2024-02-09
CUST00298,Jody Palmer,Home Office,North,Elliottside,2023-12-13
CUST00299,Elizabeth Johnson,Consumer,East,Lisaborough,2023-12-26
CUST00300,Jeff Graves,Consumer,West,North Valeriefort,2024-03-25
CUST00301,Christopher Taylor,Consumer,South,Brooksfurt,2023-01-25
CUST00302,Susan Bennett,Consumer,South,Lake Michelle,2023-12-15
CUST00303,Joshua Rice,Consumer,East,Port Adam,2023-04-03
CUST00304,Julie Ball,Corporate,Central,Patelbury,2023-01-18
CUST00305,Christopher Lopez,Corporate,Central,North Lisachester,2023-07-12
CUST00306,Stacey Smith,Corporate,East,North Craig,2024-04-22
CUST00307,Michael Brennan,Consumer,East,Lake Bradley,2023-01-27
CUST00308,Daniel Shields,Consumer,East,East Williamport,2023-12-07
CUST00309,Monique Flores,Consumer,West,Joelberg,2023-07-01
CUST00310,Jennifer Hill,Corporate,North,Lake Erika,2024-05-27
CUST00311,William David DDS,Consumer,East,Heatherchester,2024-03-07
CUST00312,Clinton Medina,Corporate,West,Port Jeremiah,2023-04-26
CUST00313,Renee Melendez,Corporate,West,Faulknerside,2024-10-28
CUST00314,David Harris,Consumer,Central,South Melanieland,2024-02-16
CUST00315,Cheryl Adams,Home Office,East,Port Charlesshire,2024-02-21
CUST00316,Claire Clark,Corporate,Central,Kevintown,2024-07-16
CUST00317,Tonya Wilson,Corporate,West,Rochaborough,2023-06-14
CUST00318,Kristen Rowe,Consumer,Central,Owensstad,2023-11-05
CUST00319,Jose Crawford,Consumer,South,Port Tinafort,2023-08-28
CUST00320,Suzanne Wood,Corporate,North,Williamsbury,2024-08-14
CUST00321,Dean Donovan,Consumer,West,Phillipsborough,2024-07-29
CUST00322,Kelly Sanchez,Consumer,West,Jonathanfort,2023-09-14
CUST00323,Katherine Jackson,Consumer,West,Garyside,2024-07-16
CUST00324,Steve Mooney,Consumer,West,New Arthurland,2024-01-15
CUST00325,Pamela Gutierrez,Corporate,South,North Jasmine,2024-09-27
CUST00326,Jesus Brown,Consumer,East,Hopkinstown,2023-01-08
CUST00327,Jennifer Smith,Corporate,East,Amandaport,2023-01-06
CUST00328,Melissa Jordan,Consumer,Central,North Samantha,2023-01-14
CUST00329,Corey Fox,Corporate,East,Josephfurt,2024-02-12
CUST00330,Jared Cunningham,Consumer,Central,West Gabriella,2023-03-03
CUST00331,William Santos,Home Office,North,North Richardfurt,2024-10-20
CUST00332,Mark Warner,Consumer,West,South Meganmouth,2024-03-05
CUST00333,Valerie Jacobson,Consumer,South,East Jasonshire,2024-03-15
CUST00334,Thomas Cohen,Corporate,West,Rachelshire,2024-01-05
CUST00335,Timothy Edwards,Consumer,North,New Douglas,2024-05-26
CUST00336,Jennifer Jones,Consumer,South,New John,2024-09-29
CUST00337,Megan Fernandez,Consumer,South,Camposberg,2024-10-10
CUST00338,Misty Mason DVM,Consumer,Central,North Samuelland,2024-09-05
CUST00339,Lisa Larson,Consumer,Central,Anthonyview,2023-09-22
CUST00340,Katherine Kelly DVM,Consumer,West,Lopezshire,2024-08-31
CUST00341,Raymond Phillips,Home Office,Central,Lake Charles,2024-05-28
CUST00342,Michael Walters,Consumer,West,Stewartville,2023-07-28
CUST00343,Eric Ward,Consumer,East,Curtisland,2023-03-13
CUST00344,Justin Hunt,Consumer,South,North Christopherside,2023-05-26
CUST00345,Rachel Shields,Consumer,Central,West Robertland,2023-03-14
CUST00346,Susan Spence,Home Office,South,Lake Oscar,2024-07-17
CUST00347,Derrick Thomas,Consumer,West,South Joshua,2023-04-18
CUST00348,Mr. David Wright,Consumer,Central,Wheelerborough,2023-08-21
CUST00349,Eric Rush,Home Office,Central,Meaganfurt,2023-12-22
CUST00350,Jessica Jordan,Consumer,North,West Malik,2024-09-16
CUST00351,Ernest Oconnell,Corporate,East,Kellyfort,2024-06-24
CUST00352,Erika Ramirez,Consumer,South,Diazshire,2024-03-23
CUST00353,Kimberly Maldonado,Consumer,Central,Lake Stevenborough,2023-06-05
CUST00354,Sandra Jones,Consumer,North,Chambersberg,2023-12-07
CUST00355,David Moore,Home Office,Central,Mccormickland,2024-05-06
CUST00356,Karen Morales DDS,Consumer,South,Stephensstad,2023-12-15
CUST00357,Kimberly Little,Corporate,West,North Kaylastad,2024-06-28
CUST00358,Amanda Terrell,Consumer,North,Rasmussenmouth,2023-05-10
CUST00359,Adam Green,Consumer,West,South Neil,2024-09-10
CUST00360,Leah Mason,Consumer,East,Whitneyfort,2023-12-26
CUST00361,Thomas Miller,Consumer,North,West Larry,2023-03-23
CUST00362,Kelly Bailey,Consumer,West,South Jennifermouth,2023-12-20
CUST00363,Andrew Page,Consumer,North,Port Matthewville,2023-09-05
CUST00364,Tara Yang,Consumer,North,New Ethan,2024-06-09
CUST00365,Joel Salinas,Consumer,North,East Danielle,2024-03-10
CUST00366,Omar Ware,Consumer,Central,Vargasfurt,2023-12-02
CUST00367,Christine Goodwin,Home Office,North,New Cristianside,2023-01-04
CUST00368,Craig Wilson,Home Office,North,Rosemouth,2023-05-26
CUST00369,James Wilson,Consumer,West,Meganburgh,2024-04-08
CUST00370,Rebecca Sellers,Corporate,Central,Lake Dennisville,2024-09-24
CUST00371,Clayton Steele,Consumer,Central,Barnesberg,2023-07-05
CUST00372,Cody Reid,Consumer,West,New Garrett,2024-03-22
CUST00373,Ernest Hayes,Consumer,Central,Port Michaeltown,2023-08-13
CUST00374,Robert Maynard,Home Office,East,Ortizfort,2024-01-12
CUST00375,Jill Jackson,Consumer,North,Port Kathleenport,2023-11-19
CUST00376,Joshua Jackson,Corporate,North,Cunninghamfort,2023-01-26
CUST00377,Laura Adams,Home Office,South,Amberton,2024-03-02
CUST00378,Kimberly Fritz,Corporate,East,Lake Mariabury,2024-08-13
CUST00379,Amanda Baker,Corporate,South,South Michelleville,2023-08-20
CUST00380,Christine Rojas,Consumer,Central,Michellechester,2024-08-25
CUST00381,Rachel Li,Consumer,North,New Michaelview,2023-05-09
CUST00382,Erica Padilla,Consumer,Central,Ashleyhaven,2024-04-08
CUST00383,Anna Estes,Consumer,North,Sellersview,2024-11-30
CUST00384,Meredith Anderson,Consumer,East,Lake Marc,2024-11-04
CUST00385,Megan Burns,Corporate,West,Courtneyfurt,2023-07-12
CUST00386,Robert Mack,Consumer,South,Robertsonview,2023-12-18
CUST00387,Jackie Clements,Home Office,Central,Brandiland,2024-06-23
CUST00388,Madison Terry,Corporate,South,Port Amandaborough,2024-07-21
CUST00389,Kathleen Morris,Consumer,Central,Matthewshire,2023-11-30
CUST00390,Karina Cooper,Consumer,South,North Corymouth,2023-04-12
CUST00391,Scott Alexander,Home Office,South,South Jamesberg,2023-01-13
